logged_in,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1,15,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,135,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,208,0,0,1,1,0.05,0.07,255,10,0.04,0.07,0,0,1,1,anomaly
1,9,0,0,0,0,1,0,63,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,200,1,0,0.68,0,0,0.69,1,anomaly
1,1,0,0,0,0,1,0,22,249,1,0,0,0,0,0,normal
0,3,0,0,1,1,0.33,1,255,21,0.08,0.03,0,0,0.27,0.95,anomaly
1,4,0,0,0,0,1,0,103,254,1,0,0,0,0,0,normal
0,237,0,0,1,1,0.01,0.07,255,2,0.01,0.07,0,0,1,1,anomaly
0,1,1,1,0,0,1,0,143,86,0.34,0.02,1,1,0,0,anomaly
0,24,0,0,0.96,1,0.04,1,59,1,0.02,0.24,0,0,0.15,1,anomaly
0,156,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,14,0,0,0,0,1,0,133,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,221,0.87,0.02,0,0,0,0,normal
0,251,0,0,0,0,0,1,255,1,0,1,0,0,0,0,anomaly
0,2,0,0,0,0,1,0,4,2,0.5,0.5,0,0,0.5,0,anomaly
1,1,0,0,0,0,1,0,186,88,0.47,0.1,0.01,0,0,0,normal
0,373,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,25,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0.17,1,0.67,1,0,12,84,0.33,0.42,0,0,0.75,0.69,anomaly
1,8,0,0,0,0,1,0,255,230,0.9,0.02,0,0,0.06,0,normal
0,1,0,0,0,0,1,0,3,99,1,0,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,71,255,1,0,0.03,0.01,0,0,normal
1,15,0,0,0,0,1,0,15,237,1,0,0,0,0,0,normal
0,235,0,0,1,1,0.04,0.07,255,10,0.04,0.08,0,0,1,1,anomaly
0,249,0,0,1,1,0.04,0.06,255,11,0.04,0.05,0,0,1,1,anomaly
1,3,0,0,0,0,1,0,23,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,166,0.65,0.13,0,0,0.34,0,anomaly
1,1,0,0,0,0,1,0,182,88,0.47,0.1,0.01,0,0,0,normal
0,158,0,0,0,0,1,0,255,229,0.9,0.01,0,0,0,0,normal
1,25,0.04,0.04,0.92,0.92,1,0,255,255,1,0,0,0,0.09,0.09,anomaly
1,1,1,1,0,0,1,0,255,17,0.07,0.93,0,0.06,0.92,0,anomaly
0,1,0,0,0,0,1,0,255,66,0.26,0.02,0.75,0.76,0.01,0.03,anomaly
0,152,1,1,0,0,0.11,0.09,255,16,0.06,0.09,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0.01,0,anomaly
0,110,0,0,1,1,0.01,0.07,255,1,0,0.06,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
0,138,0,0,0,0,0.99,0.01,255,197,0.77,0.01,0,0,0,0,normal
1,15,0,0,0,0,1,0,76,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,213,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,4,255,1,0,0,0,0,0,normal
0,275,0,0,1,1,0.04,0.06,255,12,0.05,0.06,0,0,1,1,anomaly
0,4,0,0.29,0.25,0.5,0.5,0.75,73,95,0.41,0.07,0,0.01,0.18,0.55,anomaly
0,224,0,0,1,1,0.06,0.07,255,14,0.05,0.07,0,0,1,1,anomaly
1,3,0,0,0.67,0.67,1,0,255,239,0.94,0.01,0,0,0.03,0.03,anomaly
1,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,509,0,0,0,0,1,0,114,116,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,270,0,0,1,1,0.04,0.06,255,12,0.05,0.06,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,171,51,0.2,0.03,0,0,0.16,0.33,anomaly
1,1,0,0,0,0,1,0,190,188,0.91,0.03,0,0,0.01,0.03,normal
1,2,0,0,0,0,1,0,3,255,1,0,0,0,0,0,normal
1,21,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,30,0,0,0,0,1,0,38,255,1,0,0,0.01,0,0,normal
0,1,1,1,0,0,1,0,255,88,0.35,0.58,0.25,0.72,0.56,0,anomaly
0,255,0,0,1,1,0.01,0.07,255,3,0.01,0.07,0,0,1,1,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,103,0.4,0.02,0,0,0.17,0.43,anomaly
0,190,0,0,1,1,0.07,0.07,255,14,0.05,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,34,255,1,0,0,0,0,0,normal
0,263,0,0,1,1,0.07,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
1,49,0.02,0.02,0.96,0.96,1,0,255,255,1,0,0,0,0.18,0.18,anomaly
0,1,0,0,0,0,1,0,255,250,0.98,0.01,0,0,0.02,0.02,anomaly
0,1,1,1,0,0,1,0,255,122,0.48,0.02,0.53,0.39,0.01,0.01,anomaly
0,208,0,0,1,1,0,0.07,255,1,0,0.08,0,0,1,1,anomaly
0,256,0,0,1,1,0.05,0.06,255,13,0.05,0.07,0,0,1,1,anomaly
0,1,0,0.03,1,0.03,1,0,255,16,0.06,0.94,0.15,0,0.84,1,normal
0,1,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,anomaly
1,4,0,0,0,0,1,0,89,255,1,0,0,0,0,0,normal
1,3,0,0,1,0.75,0.33,1,33,34,0.24,0.15,0,0,0.85,1,anomaly
0,117,1,1,0,0,0.05,0.08,255,6,0.02,0.06,1,1,0,0,anomaly
0,1,0,0,1,1,1,0,255,1,0,0.09,0,0,0.9,1,anomaly
0,218,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,158,0.62,0.02,0,0,0.13,0,anomaly
0,1,1,1,0,0,1,0,30,85,0.33,0.1,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,4,7,0.75,0.5,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,16,255,1,0,0,0,0,0,normal
1,26,0,0,0,0,1,0,199,255,1,0,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
1,26,0,0,0,0,1,0,56,255,1,0,0,0,0,0,normal
0,236,0,0,1,1,0.05,0.06,255,11,0.04,0.07,0,0,1,1,anomaly
1,6,0,0,0,0,1,0,6,255,1,0,0,0,0,0,normal
1,15,0,0,0,0,1,0,198,255,1,0,0.01,0,0,0,normal
1,2,0,0,0,0,1,0,104,255,1,0,0,0,0,0,normal
0,135,0,0,1,1,0.04,0.07,255,6,0.02,0.06,0,0,1,1,anomaly
1,10,0,0,0,0,1,0,29,255,1,0,0,0,0,0,normal
0,511,0.08,0,0.92,1,0,1,255,1,0,1,0.08,0,0.91,1,anomaly
1,1,0,0,0,0,1,0,117,102,0.86,0.03,0,0,0.09,0,anomaly
0,231,0,0,1,1,0.04,0.07,255,9,0.04,0.08,0,0,1,1,anomaly
0,1,1,1,0,0,1,0,170,1,0.01,1,1,1,0,0,anomaly
0,218,0,0,1,1,0.09,0.06,255,19,0.07,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,217,0.85,0.04,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,1,66,1,0,0,0,0,0,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0.05,0.05,anomaly
1,1,0,0,0,0,1,0,183,183,1,0,0.01,0.01,0,0,normal
1,6,0,0,0,0,1,0,6,255,1,0,0,0,0,0,normal
0,279,0,0,0,0,1,0,206,183,0.89,0.01,0,0,0,0,normal
0,143,0.46,0,0.54,1,0.07,0.06,255,10,0.04,0.05,0.64,0,0.36,1,anomaly
1,1,0,0,0,0,1,0,255,25,0.1,0.02,0,0,0.35,0,anomaly
0,296,0,0,1,1,0.06,0.05,255,18,0.07,0.06,0,0,1,1,anomaly
0,1,0,0,1,0.67,1,0,152,88,0.31,0.03,0.01,0,0.9,0.66,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,10,0,0,0,0,1,0,229,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,204,0.8,0.03,0.33,0.42,0.12,0.07,anomaly
1,19,0,0,0,0,1,0,43,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,110,0.43,0.03,0.13,0.31,0.11,0.12,anomaly
0,284,0,0,1,1,0.07,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,4,245,1,0,0,0,0,0,normal
0,119,0,0,1,1,0.09,0.08,255,11,0.04,0.06,0,0,1,1,anomaly
1,14,0,0,0,0,1,0,14,255,1,0,0,0,0,0,normal
0,104,0,0,1,1,0.14,0.07,255,15,0.06,0.06,0,0,1,1,anomaly
0,333,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,normal
0,1,0,0,1,1,1,0,221,9,0.03,0.03,0,0,0.16,1,anomaly
0,280,0,0,1,1,0.04,0.06,255,12,0.05,0.07,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,157,1,1,0,0,0.1,0.08,255,16,0.06,0.09,1,1,0,0,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,462,0.06,0,0.94,1,0,1,255,1,0,1,0.05,0,0.95,1,anomaly
0,427,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,217,0,0,1,1,0.06,0.06,255,14,0.05,0.07,0,0,1,1,anomaly
1,13,0.08,0.08,0.92,0.92,1,0,255,237,0.93,0.01,0,0,0.2,0.22,anomaly
0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,156,72,0.46,0.03,0,0,0,0,anomaly
0,1,0,0,1,1,1,0,255,25,0.1,0.02,0,0,0.09,0.8,anomaly
1,15,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,120,1,0.01,0.99,0.98,1,0,0,anomaly
1,4,0,0,0,0,1,0,255,219,0.86,0.02,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,30,0.12,0.02,0,0,0.39,0,anomaly
1,1,0,0,0,0,1,0,120,28,0.23,0.03,0,0,0,0,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,anomaly
0,4,0,0.27,1,0.53,0.25,1,73,83,0.32,0.07,0,0,0.9,0.71,anomaly
0,1,0,0,1,1,1,0,11,1,0.09,1,0,0,0.73,1,anomaly
1,5,0,0,0,0,1,0,72,96,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,227,0.89,0.02,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,245,226,0.92,0.01,0,0,0.04,0,anomaly
0,4,0,0,1,1,0.25,1,86,51,0.16,0.06,0,0,0.88,1,anomaly
1,1,0,0,0,0,1,0,121,106,0.87,0.02,0,0,0.08,0,anomaly
0,1,0,0,0,0,1,0,20,33,0.5,0.15,0,0,0.05,0,anomaly
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,125,0,0,1,1,0.06,0.06,255,8,0.03,0.06,0,0,1,1,anomaly
0,1,0,0,1,1,1,0,255,10,0.04,0.01,0,0,0.04,1,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,48,255,1,0,0,0,0,0,normal
0,4,1,1,0,0,0.75,0.5,255,63,0.25,0.02,0.96,1,0,0,anomaly
1,1,0,0,0,0,1,0,41,199,0.61,0.12,0,0,0,0.02,normal
1,8,0,0,0,0,1,0,112,255,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,232,1,1,0,0,0.02,0.07,255,4,0.02,0.08,1,1,0,0,anomaly
0,150,1,1,0,0,0.01,0.06,255,1,0,0.06,1,1,0,0,anomaly
1,6,0,0,0,0,1,0,199,229,1,0,0,0,0,0,normal
0,149,1,1,0,0,0.03,0.09,255,4,0.02,0.09,1,1,0,0,anomaly
1,10,0.3,0.3,0.7,0.7,1,0,255,242,0.95,0.01,0.02,0.02,0.24,0.25,anomaly
1,18,0,0,0,0,1,0,43,255,1,0,0,0,0,0,normal
0,255,1,1,0,0,0.05,0.06,255,13,0.05,0.07,1,1,0,0,anomaly
0,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,35,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,245,0,0,1,1,0.08,0.07,255,19,0.07,0.07,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,59,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,180,39,0.22,0.02,0,0,0.01,0,normal
1,1,0,0,0,0,1,0,1,255,1,0,0,0.01,0,0,normal
0,2,0,0,1,1,0.5,1,255,1,0,1,0.01,0,0.98,1,anomaly
1,1,0,0,0,0,1,0,28,23,0.82,0.11,0,0,0,0,anomaly
1,5,0,0,0,0,1,0,98,255,1,0,0,0,0,0,normal
0,43,0,0,1,1,0.16,0.09,255,7,0.03,0.82,0,0,0.96,1,anomaly
1,14,0.07,0.07,0.93,0.93,1,0,255,237,0.93,0.01,0,0,0.2,0.22,anomaly
0,269,1,1,0,0,0.03,0.06,255,8,0.03,0.06,1,1,0,0,anomaly
0,329,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,4,0,0,0.75,0.5,0.5,0.75,129,84,0.33,0.04,0,0,0.89,0.69,anomaly
0,193,0,0,1,1,0.1,0.06,255,19,0.07,0.05,0,0,1,1,anomaly
0,109,0,0,1,1,0.09,0.08,255,10,0.04,0.07,0,0,1,1,anomaly
1,3,0,0,0,0,1,0,230,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,245,0.96,0.04,0,0,0.04,0,anomaly
0,1,0,0,0,0,1,0,1,7,1,0,0,0,0,0,anomaly
0,450,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,2,0,0,0,0,1,0,255,246,0.96,0.01,0,0,0,0,normal
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,51,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,84,46,0.55,0.05,0,0,0,0,anomaly
0,218,0,0,1,1,0.03,0.06,255,7,0.03,0.07,0,0,1,1,anomaly
0,30,0,0,0,0,1,0,255,30,0.12,0.02,0,0,0,0,normal
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,76,255,1,0,0,0,0,0,normal
0,208,0,0,1,1,0.03,0.06,255,7,0.03,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,133,104,0.78,0.03,0,0,0,0,normal
1,1,0,0,0,0,1,0,80,22,0.26,0.05,0,0,0,0,normal
0,135,1,1,0,0,0.12,0.06,255,16,0.06,0.06,1,1,0,0,anomaly
0,244,1,1,0,0,0.01,0.06,255,2,0.01,0.06,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,24,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,231,0.91,0.02,0,0,0.06,0,anomaly
0,233,0,0,1,1,0.06,0.07,255,15,0.06,0.08,0,0,1,1,anomaly
0,363,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,15,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,156,0.61,0.02,0,0,0.02,0.03,anomaly
0,1,1,1,0,0,1,0,255,69,0.27,0.65,0.17,0.64,0.64,0,anomaly
0,300,1,1,0,0,0.05,0.05,255,14,0.05,0.06,1,1,0,0,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,9,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,24,1,1,0,0,0.38,0.17,255,65,0.25,0.02,0.98,1,0,0,anomaly
1,7,0,0,0,0,1,0,68,255,1,0,0,0,0,0,normal
0,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,36,0,0,0,0,0.03,1,255,1,0,0.72,0,0,0,0,anomaly
1,38,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,137,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,182,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,108,140,0.61,0.04,0,0,0,0,normal
1,1,0,0,0,0,1,0,2,1,0.5,1,0,0,0,0,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,106,0,0,1,1,0.04,0.08,255,4,0.02,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,135,0.53,0.02,0,0,0.17,0.02,anomaly
0,2,0,0,0,0,1,0,255,21,0.08,0.02,0,0,0.08,0.86,anomaly
1,1,0,0,0,0,1,0,255,242,0.95,0.04,0,0,0,0,anomaly
0,1,0,0.17,1,0.5,1,0,255,174,0.68,0.02,0.02,0.02,0.34,0.18,anomaly
1,1,0,0,0,0,1,0,1,17,1,0,0,0,0,0,anomaly
0,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,24,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,178,0.7,0.02,0.44,0.42,0.01,0.01,anomaly
0,139,1,1,0,0,0.07,0.06,255,10,0.04,0.05,1,1,0,0,anomaly
0,405,0,0,0,0,0,1,255,1,0,1,0,0,0,0,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,31,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,29,0,0,0,0,1,0,29,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,142,0.56,0.02,0,0,0.02,0.03,anomaly
1,11,0,0,0,0,1,0,11,153,1,0,0,0.27,0,0,normal
0,1,0,0,0,0,1,0,255,190,0.75,0.24,0.5,0.67,0.24,0.01,anomaly
0,130,0,0,1,1,0.07,0.07,255,9,0.04,0.06,0,0,1,1,anomaly
0,214,1,1,0,0,0.02,0.07,255,4,0.02,0.07,1,1,0,0,anomaly
1,39,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,62,0,0,0,0,0.08,0.94,255,5,0.02,0.73,0,0,0,0,normal
1,7,0,0,1,1,1,0,255,244,0.96,0.01,0.02,0.02,0.47,0.49,anomaly
0,4,0,0,0.75,0.57,0.5,0.75,190,90,0.34,0.03,0.02,0.01,0.87,0.63,anomaly
0,114,0,0,1,1,0.11,0.06,255,12,0.05,0.06,0,0,1,1,anomaly
0,146,0,0,1,1,0.14,0.05,255,20,0.08,0.05,0,0,1,1,anomaly
0,117,1,1,0,0,0.15,0.06,255,17,0.07,0.06,1,1,0,0,anomaly
0,165,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,280,1,1,0,0,0.06,0.06,255,17,0.07,0.07,1,1,0,0,anomaly
1,6,0,0,0,0,1,0,206,251,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,138,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,normal
0,511,0.06,0,0.94,1,0,1,255,1,0,1,0.13,0,0.87,1,anomaly
1,23,0,0,0,0,1,0,23,251,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,14,253,1,0,0,0,0,0,normal
0,4,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,normal
0,1,0,0,0,0,1,0,212,210,0.99,0.01,0,0,0,0,anomaly
0,508,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,5,0,0,0.2,0.2,1,0,255,255,1,0,0.01,0.01,0.05,0.05,anomaly
0,259,0.03,0.06,0.97,0.94,0.07,0.07,255,17,0.07,0.07,0.03,0.06,0.97,0.94,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,434,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,255,250,0.98,0.01,0,0,0.01,0,anomaly
0,1,0,0,0,0,1,0,95,18,0.15,0.04,0,0,0,0,normal
0,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,137,255,1,0,0,0,0,0,normal
0,140,1,1,0,0,0.01,0.06,255,1,0,0.06,1,1,0,0,anomaly
1,4,0,0,0,0,1,0,14,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,17,248,1,0,0,0,0,0,normal
0,6,0,0,0,0,1,0,142,119,0.84,0.01,0,0,0,0,normal
0,150,1,1,0,0,1,0,255,201,0.79,0.07,0.75,0.96,0.02,0,anomaly
0,274,0,0,1,1,0,0.06,255,1,0,0.06,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,4,53,1,0,0,0,0,0,anomaly
1,3,0,0,0.67,0.67,0.33,1,133,58,0.24,0.04,0,0,0.89,1,anomaly
1,12,0,0,0,0,1,0,12,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,1,0,1,0,0,0.99,1,normal
1,6,0,0,0,0,1,0,126,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,20,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,89,251,1,0,0,0,0,0,normal
0,166,1,1,0,0,0.1,0.09,255,16,0.06,0.09,1,1,0,0,anomaly
0,510,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,1,13,1,0,0,0,0,0,anomaly
1,17,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,16,251,1,0,0,0,0,0,normal
1,2,0,0,0,0,0.5,1,150,182,0.79,0.03,0,0,0,0.03,normal
0,140,0,0,1,1,0.01,0.06,255,2,0.01,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,6,0.02,0.35,0.01,0.17,0.64,0.33,anomaly
0,217,0,0,1,1,0.06,0.06,255,13,0.05,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,222,187,0.72,0.02,0,0,0.01,0.01,normal
0,1,0,0.14,1,0.71,1,0,55,84,0.33,0.09,0,0,0.89,0.71,anomaly
0,2,0,0,0,0,1,0,255,255,1,0,0,0,0.02,0.02,anomaly
0,1,1,1,0,0,1,0,75,1,0.01,1,1,1,0,0,anomaly
1,33,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,291,0.12,0.38,0.88,0.62,0.05,0.06,255,16,0.06,0.07,0.14,0.38,0.86,0.62,anomaly
0,105,0,0,1,1,0.01,0.09,255,1,0,0.07,0,0,1,1,anomaly
0,4,0,0,1,1,0.25,1,255,13,0.05,0.03,0,0,0.34,1,anomaly
1,9,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,469,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,509,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,217,0,0,1,1,0,0.07,255,1,0,0.07,0,0,1,1,anomaly
0,510,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,235,0,0,1,1,0.08,0.06,255,18,0.07,0.07,0,0,1,1,anomaly
0,2,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,54,0.21,0.02,0,0,0.59,0,anomaly
0,230,0.51,0,0.49,1,0.02,0.07,255,4,0.02,0.07,0.56,0,0.44,1,anomaly
0,102,0,0,1,1,0.08,0.07,255,8,0.03,0.07,0,0,1,1,anomaly
0,148,1,1,0,0,0.14,0.05,255,20,0.08,0.05,1,1,0,0,anomaly
0,511,0.09,0,0.91,1,0,1,255,1,0,1,0.06,0,0.94,1,anomaly
1,8,0,0,0,0,1,0,8,229,1,0,0,0,0,0,normal
1,13,0,0,0,0,1,0,39,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,137,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
1,7,0,0,0,0,1,0,11,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,108,128,0.86,0.04,0,0,0,0,normal
1,2,0,0,0,0,1,0,140,251,1,0,0,0,0,0,normal
0,49,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,111,0,0,1,1,0.05,0.08,255,6,0.02,0.06,0,0,1,1,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,266,0,0,1,1,0.03,0.07,238,8,0.03,0.08,0,0,1,1,anomaly
0,22,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,252,0.99,0.01,0.27,0.27,0.01,0,anomaly
1,1,0,0,0,0,1,0,255,218,0.85,0.04,0,0,0,0,anomaly
0,1,0,0,1,1,1,0,83,6,0.07,0.04,0,0,0.07,1,anomaly
0,1,0,0,0,0,1,0,171,81,0.47,0.03,0,0,0,0,anomaly
1,18,0,0,1,1,1,0,255,254,1,0.01,0.01,0.01,0.56,0.56,anomaly
1,7,0,0,0,0,1,0,42,255,1,0,0,0,0,0,normal
0,325,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,148,4,0.03,0.03,0,0,0,0,normal
1,8,0,0,0,0,1,0,33,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,255,225,0.88,0.02,0,0,0,0,normal
0,3,0,0,0,0,1,0,138,145,0.2,0.04,0,0,0.02,0,normal
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,159,62,0.31,0.03,0.63,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,13,0.05,0.8,0,0,0.78,0,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
0,4,0,0,0,0,1,0,255,253,0.99,0.01,0,0,0,0,anomaly
0,124,1,1,0,0,0.13,0.06,255,16,0.06,0.06,1,1,0,0,anomaly
